post_text,label
Sending promotional messages to @Luke5SOS and @Michael5SOS I'll send more to other peoples too. @FreeToBeBand is da bomb!,1
Omg fangirling so hard cuz @FreeToBeBand tweeted me! Djzbhshdielsmdbfh 😂😱😆😅😍😜😝😋😚,1
My current car jam is you're probably (not) right by @FreeToBeBand so good,1
Really wanna go get pizza for dinner but my bank account has got insufficient funds... #HeyEverybody @5SOS,1
#HeyEverybody is literally the story of my life... I'm so broke that I live off of pizza pockets. @5SOS,1
My bank account has got insufficient funds. #heyeverybody @5SOS,1
@Calum5SOS dexter is the greatest shoe ever! I was so upset when it ended,1
@StoverGirl2 @5SOS I need à dollar but I ain't got enough...,1
"""we can all get some, we can all get paid."" When am I gonna see this money? I got bills to pay bish my bank account got insufficient funds",1
@FreeToBeBand put on a great show. Lots of people showed up! Can't wait till the next show!,1
Chilling with the band @FreeToBeBand http://t.co/aiEcPxiAIz,1
'Calum hood in a hotdog costume' bitch its Michael get it right -_- https://t.co/oebcMSlboG,1
http://t.co/5N15VIVIdN this is why these 4 boys are my hero's. @5SOS @Michael5SOS @Luke5SOS @Calum5SOS @Ashton5SOS #theysavedme #thankyou,1
"'You've got the buns. Do you have the hot dog?' 
@Michael5SOS Lol his hot dog is bigger than my future xD http://t.co/e8RmXo4OF2",1
Casually sending random pickup lines to @Michael5SOS,1
@mikey_gcliffor @5SOS @Michael5SOS @Ashton5SOS @Calum5SOS  you are very brave for posting this. Stay strong beautiful,1
Patiently waiting for the behind the scenes of #HeyEverybodyMusicVideo because I feel like that's gonna be funny as fuck,1
RT @mikey_gcliffor: I was looking for a reason to stay strong then somewhere along the way I found 4. http://t.co/JjQAaYwPoq,1
They all be looking badass then Michael is groping himself xD https://t.co/s2SgejXx2B,1
"RT @Luke5SOSloljoke: retweet if you genuinely enjoyed the ""hey everybody"" music video

#HeyEverybodyMusicVideo",1
@5SOS ERMERGERD FINALLY!,1
RT @clifferconda: Before and after joining the fandom #heyeverybodymusicvideo http://t.co/H8LIKA4hbv,1
Pizza and chill? https://t.co/QrF3TZCtTk,1
And all of the smutty CEO fanfictions come to life xD https://t.co/CQ3gw3guHd,1
Luke got the moves https://t.co/OYaBrN2m1K,1
RT @lrh5sos: im following everyone who rts #HeyEverybodyFollowParty,1
Almost 304k views on #HeyEverybodyMusicVideo already!,1
@_5SOSFAMUPDATES I wonder who's actually called this already xD,1
Ashton is me when I have to go to work #HeyEverybodyMusicVideo http://t.co/iHTMFzZAq3,1
Luke is me when my mom is yeling at me #HeyEverybodyMusicVideo http://t.co/OEvIs4KmjY,1
"When the squad know they looking fine as hell
#HeyEverybodyMusicVideo http://t.co/cLJNMobAhI",1
When everyone in the squad is looking good then you're a hotdog. XD #HeyEverybodyMusicVideo http://t.co/N4qBMAnL7J,1
So how many times have I watched the #HeyEverybodyMusicVideo ... I lost count,1
I'm very concerned for that hotdog... #HeyEverybodyMusicVideo http://t.co/VHSQFA9uDI,1
"my dream life. A giant ass pizza, a hot tub, chillin with so.e rad biker looking dudes. #HeyEverybodyMusicVideo http://t.co/DTYi8AeLsY",1
We all know its calums dream to be a dog walker.look at this face. #HeyEverybodyMusicVideo http://t.co/GfhlALTdhj,1
We all know @Calum5SOS dream job is to be a dog walker xD #HeyEverybodyMusicVideo,1
I am simultaneously laughing my ass off and crying my eyes out #HeyEverybodyMusicVideo,1
Its official the #HeyEverybodyMusicVideo can cure the flu,1
@5SOS omfg its actually on time!,1
#HeyEverybody in 1 minute! But in reality we all know its gonna be late...,1
@Luke5SOSloljoke we can do it! We are the 5sosfam!,1
5 minutes till #HeyEverybodyMusicVideo 7 days til #SoundsGoosFeelsGood ugh I'm not prepared for this,1
@5SOS__HELP probably. They're always late,1
Can the #HeyEverybodyMusicVideo cure the flu? We're gonna find out in about 8 minutes,1
@5SOS hoping the #HeyEverybody music video will help me feel better. Can a music video cure the flu? I guess we'll find out,1
That moment when your Xbox controller dies in the middle of a game. I bet @Michael5SOS could totally relate. XD,1
@1Dand5sosinfo yeah its adding right now. My WiFi is slow so it'll take a few mins lol,1
@1Dand5sosinfo Michael pleasee,1
"RT @1Dand5sosinfo: GIVING OUT 5SOS DMS
COMMENT WHO YOU WANT 
ALL YOU NEED TO DO IS RT, FOLLOW AND ADD US ON SNAPCHAT-ONEDAND5SOSINFO 
CHECK…",1
@5SOS aka north american 2016 tour dates,1
Here's a bit sorry to @5SOS for not being strong enough...,1
Just wishing I was numb. Not even 5sos can save me now,1
"RT @_5SOSFAMUPDATES: Keith: ""Do you know what VT stands for? (It's video tape btw)
Michael: ""Vaginal transmission?""

#5SOSonJuice",1
@5SOS Michael looks super happy to be there xD @Michael5SOS,1
@iAmAustinJones pretty sure my friends from @FreeToBeBand have seen them more xD y'all need to be friends lol,1
RT @_5SOSFAMUPDATES: My true favourite superhero http://t.co/3scqF3diQ2,1
Rocking national no bra day xD,1
When someone says they're not pre-ordering #SGFG #5sos #5sosfam http://t.co/d43bKHw1MM,1
So... 1-800-long-dong is actually a call number xD @Michael5SOS thanks for that,1
'It was the first time k had to check into an airport by myself' - @Michael5SOS dude I've been doing that since I was 15. It gets easier,1
Got my ticket for the @933FLZ jingle ball! Can't wait to see @5SOS @ShawnMendes and @ddlovato #pumped #cantwait,1
Omg @Calum5SOS 'calum wood' xD http://t.co/nt5NOTsYmy,1
Omg 12 more days til sounds good feels good! #SGFG #5SOS,1
"RT @jetaimemgc: 5SOS: OMG NEW TOUR #SoundsLiveFeelsLive
Me: http://t.co/vcOmnoYQPp",1
@5SOS @JustARadict dude look!,1
Literally my facial expression when I heard #heyeverybody http://t.co/IGSHpPEtYu,1
I'd totally share hey everybody on here but I want people to wait and be as surprised as I was. Y'all should have seen my face. @5SOS,1
HEY EVERYBODY IS SO GOOD! SGFG IS GONNA KILL ME!,1
Hey everybody gives me the feels. @933FLZ you guys killed me. Seriously. @5SOS,1
Bank account has insufficient funds - hey everybody... My everyday life!,1
@Ashton5SOS see the thing is... My radio station already played it and it was AWESOME!,1
@933FLZ played #heyeverybody and I freaked out while driving and cried a little and yeah... @5SOS,1
Made a horrible mistake of rewatching my @5SOS videos from the Tampa concert... Now currently crying. Ugh the feels!,1
@Michael5SOS when he's 60 to his wife xD http://t.co/7CSQwTXPwD,1
@JackAllTimeLow hold up! Y'all are in Florida?!? Guess who's coming your way! This girl!,1
I don't even know why I bother. I'm not gonna win anyway... #TheNewBrokenScene http://t.co/2SVd7LQGht,1
@MYKINGISMICHAEL I don't have any idea...,1
#HeyEverybody is number 4 on the top trending list for the US! @5SOS @Michael5SOS @Ashton5SOS @Luke5SOS @Calum5SOS http://t.co/Hu5glyWNQG,1
"I am not mentally, physically, or emotionally prepared for the new single. @5SOS #NEWBROKENSCENE #HeyEverybody",1
How about the fact that @Michael5SOS laugh is the most adorable thing ever https://t.co/8g0mwjUGkP,1
@5SOS so fucking pumped,1
Someone made a buzzfeed about @Michael5SOS http://t.co/vRNv2OCZpp,1
https://t.co/ExjMUUGOAJ who wants to be my date to the fandom prom?,1
@Ashton5SOS I'll beat up whoever did it,1
@Ashton5SOS I'll cry for you,1
@Ashton5SOS I would literally cry for weeks,1
So apparently everyone in @5SOS except @Calum5SOS would pierce their nipples... I question why I like this band so much...,1
"Malum game still going strong
#malum #5sos #5sosfam @Calum5SOS @Michael5SOS http://t.co/wLd3iAMiUS",1
"How big is Michaels dick?
Calum: ...
@Calum5SOS @Michael5SOS @5SOS #5sos #5sosfam http://t.co/vaNQ6V0mVF",1
When she's kinda hot comes on the radio and you internally freak out @5SOS #5sos #5sosfam,1
@Michael5SOS take the sock off! Don't be the person that sleeps with socks on,1
@calum__hood secret wonderland! I actually have an obsession with B&amp;B so I own all of them xD,1
People be sharing this having no idea that the #5sosfam laughs at it because its @Michael5SOS xD http://t.co/TyS3b7M8Rx,1
@5SOS so when is this artwork gonna show up in the US? I wanna experience #thenewbrokenscene too,1
This would be @Michael5SOS and his future girlfriend XD @5SOS http://t.co/306sIONsE1,1
https://t.co/1V7XjcMuPm @TheVampsband the fact that @TheTide is in this video makes me love it even more,1
"https://t.co/TrTbYMTY49 what will happen if one of you gets a girlfriend? ""the world will end"" - @Ashton5SOS yep. People have no chill",1
Dear neighbors. Sorry for screaming so loud. @JustARadict and I fangirl constantly. @5SOS #5sos #5sosfam,1
Dear neighbors. Sorry for any desturbance yesterday night. @JustARadict and I fangirled too hard while watching #FanGirlMovie @AllTimeLow,1
https://t.co/rNSNMBG5yA the girl in the beginning is me 'no I'm not ready!' @5SOS,1
19 days until #SGFG and I'm peeing myself!!!! @5SOS,1
RT @Luke5SOSloljoke: retweet if you're proud of all the stuff 5sos has achieved as a band,1
Laying out in the middle of the road staring at the stars. #thingsthe5sosfamdoes #5sosfam,1
UGH ITS OVER! NO!!! @AlexAllTimeLow @AllTimeLow @JackAllTimeLow #FanGirlMovie,1
Omfg Claire and Alex. NO FUCKING WAY! @AlexAllTimeLow #FanGirlMovie @AllTimeLow,1
Crying cuz the dog got hit. FUCK YOU @AllTimeLow YOU DID THIS TO ME!,1
@JustARadict and I screamed when @AlexAllTimeLow walked into the coffee shop,1
Thought @AlexAllTimeLow was gonna show up on TV. Freaked out. It wasn't him. 'Oh thank god I wasn't ready for that anyway' XD #FanGirlMovie,1
OMG 15 MORE MINUTES! #FanGirlMovie @AllTimeLow @AlexAllTimeLow @JackAllTimeLow,1
We freakout every time #fangirlmovie commercial comes on. @JustARadict @AlexAllTimeLow @JackAllTimeLow,1
When @5SOS update their snapstories! @Luke5SOS @Calum5SOS @Michael5SOS @Ashton5SOS http://t.co/cCawivgyG3,1
@kimocha16 @JustARadict @AlexAllTimeLow @JackAllTimeLow @riandawson @zackalltimelow peeing myself!,1
RT @JustARadict: Just saw the commercial for #FanGirlMovie with @StoverGirl2 *heavy breathing.* @AlexAllTimeLow @JackAllTimeLow @riandawson…,1
RT @JustARadict: We decided to get creative. @StoverGirl2 @Michael5SOS @Ashton5SOS @Calum5SOS @Luke5SOS http://t.co/jeYe3XLVqu,1
I'm literally waiting for fangirl to come on. *heavy breathing* #FanGirlMovie @JackAllTimeLow @AlexAllTimeLow,1
Something's gotta give comes on tv #fangirlmovie @AllTimeLow can't wait!,1
"@JustARadict 'you don't just shove it in! That's so rude!'
Watching 50 shades of grey. @5SOS @Michael5SOS @Luke5SOS @Calum5SOS",1
RT @5sauce_gibbons: @Hemmo1617 @5SOS They say penis size is related to shoe size. Which makes the fear of being raped by a clown that much …,1
"5am and haven't been to sleep yet... I'm tired, but I can't sleep. Fuck! I blame @Michael5SOS",1
When you can't sleep so you creep on @5SOS snalchat instead,1
"RT @5SOS__HELP: RT for a DM to; Michael
Free bc I forgot💀
Spamming link!
-Ashlea👻",1
In concerned about @Michael5SOS XD those snaps are pretty concerning bro,1
I feel like @Michael5SOS Is having way too much fun with Snapchat xD,1
@JustARadict And I being children lol. Actually were being 5sos XD @5SOS http://t.co/ZyqRhOtE4R,1
@5SOS have a Snapchat but have yet to post a snap story... GET WITH THE PROGRAM GUYS!,1
"Me: I wish that I was 18!!!
Me:....
Me: oh wait I'm gonna be 19 in a few months...
Me: I WISH I WAS 21! 😏",1
@Luke5SOS you have it but you have yet to add a snap story... I'm disappointed in you guys. @5SOS,1
@Michael5SOS I ate pizza pockets,1
RT @JustARadict: Sometimes I feel like I'm going insane #TheNewBrokenScene @StoverGirl2 @Michael5SOS @Ashton5SOS @Calum5SOS @Luke5SOS http:…,1
RT @_5SOSFAMUPDATES: Ashton saying BUBBLES in the 'angriest way possible' 😂 @Hey_Erika_ https://t.co/USXyyO9DDj,1
Massive PCD because of wrapped around your finger. Fuck you @Michael5SOS,1
My Twitter Account is worth $257.40 as of today. See what your Tweets are worth at http://t.co/mmZjKNYXZi and WIN!,1
Surprised no one has made a role play account for @Michael5SOS or @Ashton5SOS beard xD,1
@5SOS AF right now and really bored. 12am man... I want pizza,1
"@Michael5SOS :has beard
@Ashton5SOS : has beard
@Luke5SOS : shaved beard
@Calum5SOS : can't grow a beard XD
@5SOS",1
@Ashton5SOS beard 😍,1
@Ashton5SOS beard 😍,1
@5sosupdatesxxox @KohtaKitty @Michael5SOS ugh god he just looks like walking sex,1
"RT @hjghwaytoheII: PETITION FOR MICHAEL CLIFFORD TO DYE HIS HAIR PINK AGAIN BC HE LOOKS HOT AF.

RT IF YOU AGREE. http://t.co/dtw3EqOCUT",1
God he looks soooo good. @Michael5SOS is all stressed and shit but stillakes time for the fans. He's perfect http://t.co/nzGVxO0uK3,1
How about all you Aussie fans back the fuck off and let the boys have a break! God damn seriously they don't need your shit. #5sos #5sosfam,1
RT @Luke5SOSloljoke: retweet if you think 5sos deserve a break while they're in Australia,1
@_5SOSFAMUPDATES @bjtching god he looks good,1
My Twitter Account is worth $254.28 today. See what yours is worth at http://t.co/mmZjKNYXZi and Enter to WIN!,1
RT @ItsBryanAponte: Fangirls are the best promoters in the world! They deserve a lot more credit for everything they do.,1
RT @5SOSTumblrx: Excuse me but who gave you the right? http://t.co/Y52vPwA0sz,1
"RT @5SOSTumblrx: When will Luke start following fans again?
C'mon Luke you can start with us and people who retweet this 😉
(@Luke5SOS) http…",1
RT @5SOSTumblrx: Retweet if you agree 👏 http://t.co/wkvdlkvCQK,1
"RT @5SOS__HELP: RT for a DM to; Michael
Free bc 😇
Sending link
-Ashlea http://t.co/V9ZCDTYZ6I",1
@nickjonas Puts on one hell of a show,1
@nickjonas looking hella fine tonight at hob. Thanks for an awesome show J-Man http://t.co/4h5BDtpRev,1
Love that a few of @nickjonas songs tonight were so sexual like mmm yes please xD,1
"@nickjonas ""that feels good""
Girl next to me ""you feel good"" xD",1
At the @nickjonas concert. I bet @Michael5SOS is jealous ;),1
@nickjonas yo so you gonna come out and meet fans after the show?,1
"Wow, my Twitter Account is worth $255.84 as of today. See what your Tweets are worth at http://t.co/mmZjKNYXZi for FREE!",1
RT @iAmAustinJones: Happy Friday. I wore a tie. 😊♦️ http://t.co/pr8bleDtWV,1
@nickjonas you ready to have a kick ass show tomorrow?!? I'll be the one in the crowd with the crazy fangirling friend. :),1
Everyone's like 'omg he's mine back off' like guys we're family. Family shares ;) #5sos #5sosfam,1
@nickjonas are you ready! @marellecole and I are gonna rain the party to new levels tomorrow in Orlando! (Pun intended),1
I havd less friends than @Michael5SOS that's sad...,1
"Wow, my Twitter Account is worth $258.18 as of today. See what your Tweets are worth at http://t.co/mmZjKNYXZi for FREE!",1
"Are you insane like me?
And in pain like me?
- Halsey",1
Seeing @nickjonas on Saturday. @Michael5SOS is jealous. (See what I did there 😏),1
@Its5SOSPorn don't worry mom we can share ;),1
@Mukedelicinha @_5SOSFAMUPDATES yeah I just found that out xD,1
Casually singing horribly to broken pieces by @5SOS because I'm sick and I do what I want,1
@Michael5SOS I side Clifford... I blame you!,1
@Michael5SOS I'm trying to play advanced warfare and you're distracting me by tweeting! Stop¡,1
Derpcon is being held in Atlanta this year! That's only 8 hours away from me! If I don't win I'll be really sad! http://t.co/BFNkQD7ZR6,1
This is going to be my wedding cake! http://t.co/vFy6oTBOmf,1
https://t.co/OgEtvhR0r1 hey @5SOS opener for the 2016 tour? I think yes! @GSKband,1
Okay so Ireland.... Does this mean we have to predict the next location? #RunningFromSomething http://t.co/KvmdkzgOce,1
#runningfromsomething I've become a professional detective now http://t.co/i5LEMHxQSB,1
"Wow, my Twitter Account is worth $257.40 as of today. See what your Tweets are worth at http://t.co/mmZjKNYXZi for FREE!",1
@_5SOSFAMUPDATES I'm pretty sure they'll be announcing the 'secret location' for derpcon. Which will probably be at the location on the map,1
"'Shazam SKH for more entries. Limit one entry per day'
*casually shazams SKH 50 times per day...",1
"@ChannelVHits @_5SOSFAMUPDATES @5SOS I wanna go. But im kinda across the globe so... Yeah. Wait, I'll just swim there xD",1
"@iAmAustinJones hey. Since you are a fellow member of the 5sosfam you have an obligation to tweet #MTVFanWars5SOSFam thank you.
PS you're 👍❤",1
Laughed too hard at this xD https://t.co/i6y1yThdsg,1
RT @Tha5SOSFamily: I'm tired and bored can we gain some more before voting is over in a few hours please #MTVFanWars5SOSFam http://t.co/CYP…,1
I just realized that @RebelWilson plays in ghost rider xD,1
Pokemon and chill 😏 @Michael5SOS  https://t.co/zyYhA11yWR,1
@Michael5SOS @_5SOSFAMUPDATES you be talking forever fangirling and such and ash is all like lol nope I'm done wit you xD,1
Yes I'm 18 and I still eat dinosaur chicken nuggets and curly fries. I regret nothing http://t.co/RkYWqtGev9,1
Hey so... Im feeling that special location for derpcon... The annandale hotel. Yep #catchthatfeeling #5sos http://t.co/EyC4OFe4a6,1
@_5SOSFAMUPDATES omg does that mean that derpcon is gonna be held at the annandale?,1
@Its5SOSPorn its bryanna,1
Michael is so done with your shit x$ @Michael5SOS http://t.co/om3LhriTiN,1
"Wow, my Twitter Account is worth $254.28 as of today. See what your Tweets are worth at http://t.co/mmZjKNYXZi for FREE!",1
Ugh fucking sick still. Fucking 5sos still isn't helping my sickness. Goodbye world. It was nice knowing ya. At least I got to see 5sos live,1
"RT @NlNTENDOMUKE: this is the love of my life 😌

#EMABestAustralianAct5SOS #EMABigestFans5SOS http://t.co/mWlG5YfuvO",1
@_5SOSFAMUPDATES @Hey_Erika_ @sxssymgc oh god the way he licks his lips when he doesn't know what else to say,1
"Bubble bath, tea, and 5sos. All good for the soul! @5SOS http://t.co/VBo6fXbsCi",1
Let's be hangry together @Michael5SOS,1
@sunriseon7 @5SOS oh hey that's cool. I'll just swim across the ocean to be there. Better start swimming now.,1
@Michael5SOS this will be you http://t.co/w0syvUvOg9,1
@Michael5SOS me every damn day. Or when I can't get my pizza fix for the day,1
So I tweet quite a lot but no one really favorites or RTs it... That makes me sad.,1
So tomb raider has become my new obsession for Xbox games. I regret nothing. Oh and I could totally kick @Michael5SOS ass at black ops.,1
Props to @Karen_Clifford_ for creating a beautiful human being. The earth is blessed with your creation momma clifford,1
"RT @5SOS__HELP: rts for a dm to 
Michael💿
mbf and turn motifs on for more!!
sending link
-tash💰",1
Since 5sos isn't helping me get better I had to turn to chamomile tea. Ugh being sick sucks http://t.co/IjshBfmijt,1
When will you be choosing the fly always? @5SOS,1
How many people from each country are you going to choose for the fly always? @5SOS,1
"Wow, my Twitter Account is worth $254.28 as of today. See what your Tweets are worth at http://t.co/mmZjKNYXZi for FREE!",1
One of these days @Luke5SOS will read the stories I tell him in DM and he will know how fucking weird I am xD,1
I had a dream that I had Michaels babies. It was twins. I woke up and was like 'oh hell no! I ain't having anyone's babies! Fuck you brain!',1
"When 5sos meet famous people: omg they're real!
When the FAM meets 5sos: OMG THEYRE REAL!",1
"My mom is birchin cuz I so love this band
I really think its gotten so outta hand
They're kinda hot though.
#sheskindahot #5sos",1
"When you're so sick that not even 5sos can help, you know you're on your death bed... Goodbye world! #5sos #sosick #dyingnow #goodbye",1
Can we all get something to let everyone know that we're the new broken scene? Like wed be the biggest gang in the world #TheNewBrokenScene,1
"Can the 5sosFam please stand up, please stand up, please stand up! #5sosfam",1
"RT @KohtaKitty: Luke deserves to be happy, pass it on.
https://t.co/RYckczkRZo”",1
@NewBroknSceneIs @_5SOSFAMUPDATES @chirpy_irwin @5SOS_Daily I like the second ond,1
"'Knock knock knocking on heavens door'
Lol nah its warmer in hell",1
@5sostrong oh god he shaved! Welcome back 2013 luke!,1
"@AlexAllTimeLow we're always sassy, whatchu talkin' bout",1
reading a fan fiction yesterday. I dreampt about it. I fucjing had twins with michael. I woke up and was like hell nah I ain't havin babies,1
"Wow, my Twitter Account is worth $255.06 as of today. See what your Tweets are worth at http://t.co/mmZjKNYXZi for FREE!",1
https://t.co/g4cbc1XSP1 so yep... This is kinda great. Just thought I'd let y'all know. Continue on with your day. #5sos #money,1
@jetaimemgc *cough* fake fans *cough cough*,1
... Just wait till the 5sos FAM fully exposes her for who she is. Just fucking wait! https://t.co/duBYcjP0xj,1
If fetus malum isn't the greatest thing ever then I don't know what is http://t.co/VjWofuBAu4,1
Everyone's like 'omg lashton!' And I'm here like... Yeah but malum... http://t.co/SV9F4As0SQ,1
So 5sos only really notice big accounts. I'm here like 'OMG I GOT ANOTHER FOLLOWER NOW I HAVE 367!' yep.The sad life of an unpopular twitter,1
RT @NlNTENDOMUKE: GUYS http://t.co/glvMCSq7a7,1
@NlNTENDOMUKE me too,1
So this asshole hit me today then sped off. I bet it was fucking @Michael5SOS,1
@Michael5SOS omg seriously xD,1
@Ashton5SOS @UniStudios @HorrorNights hate to break it to ya babe but there aren't even any chains on the chainsaws so they can't hurt you,1
What is the most amount of times you can Shazam a song? Cuz I just shazamed she's kinda hot 60 times xF,1
"Wow, my Twitter Account is worth $252.72 as of today. See what your Tweets are worth at http://t.co/mmZjKNYXZi for FREE!",1
Omg calum and michael is trending XD @Michael5SOS @Calum5SOS do you have a speech prepared for being twitter trends? http://t.co/kTQ5s59YE7,1
Seriously need to kill some bitches... https://t.co/gYYy0LLM6F,1
"I am a michael girl. But lately I've been in Luke's lane... I don't like it here, its so emotional. MAKE IT STOP!",1
"*someone makes me mad* ""if you don't swim you'll drown. But don't move.""
Yep I just told you to die bitch",1
Listening to you suck by Abigail breslin cuz why not XD @Michael5SOS,1
@Michael5SOS unless its calum in white dress pants.,1
@NlNTENDOMUKE @Michael5SOS I got used to it. Manual is fun. Easier to drift and do burn outs xD,1
@NlNTENDOMUKE @Michael5SOS dude I drive manual. I stalled it so many times the first day I was so pissed off,1
RT @5sosworldalerts: Michael Clifford spotted driving recently #watchout -julz http://t.co/1XeRI9G7jo,1
*Michael gets lisence*EVERYONE GET OFF THE ROAD HE THINKS ITS A LIVE VERSION OF MARIO KART! HE'LL THROW TURTLE SHELLS AT YOU! @Michael5SOS,1
#thingsthe5sosFamdoes fangirls too hard at times,1
#thingsthe5sosFamdoes jams so hard to 5sos in the car,1
I really want this to trend because I wanna know what everyone in the FAM does. #thingsthe5sosFamdoes,1
#thingsthe5sosFamdoes hate on 5sos but when someone not in the FAM hates on them we ready to kill that bitch,1
#thingsthe5sosFamdoes freak out whenever a 5sos song comes on.,1
@Michael5SOS dude chill no one wants to touch your shit,1
@arzayleaexposed I am willing to help in any way to get rid of this thot. I want her gone,1
@arzayleaexposed you can kind of see it. He's got that drunk look,1
"Wow, my Twitter Account is worth $251.94 as of today. See what your Tweets are worth at http://t.co/mmZjKNYXZi for FREE!",1
@Ashton5SOS XD this is what we talk about http://t.co/tl7wAVyWgM,1
@GenevieveVerso @MissLusyd I haven't but I've been diagnosed with clinical depression,1
@GenevieveVerso @MissLusyd it's super hard sometimes though,1
@MissLusyd @GenevieveVerso yes. Dwelling on the positive is much more fun,1
@GenevieveVerso @MissLusyd haha. I'd have to do some more research. I'm gonna be a history major next semester so this is like porn to me,1
@GenevieveVerso @MissLusyd it was only like three generations ago so at pretty recentish,1
@GenevieveVerso @MissLusyd idk but y'know. It makes sense.,1
@GenevieveVerso @MissLusyd yeah well that's why my mom's side doesn't drink.,1
@GenevieveVerso @MissLusyd that's all I know but when I found out I was like wow I come from class.,1
@GenevieveVerso @MissLusyd uh well. Because my great grandpa's dad made moonshine during Prohibition and they wanted to get away from that,1
@MissLusyd @GenevieveVerso funny story it's why my maternal grandma's dad's family relocated from AL to AR,1
@GenevieveVerso @MissLusyd though tbh I'm descended from illegal moonshine makers so I dunno how I ended up being such a lightweight,1
@MissLusyd @GenevieveVerso I have Irish in me but not enough apparently.,1
@MissLusyd @GenevieveVerso oh god an entire bottle would knock me out cold.,1
@MissLusyd @GenevieveVerso probably don't wanna know.,1
@GenevieveVerso @MissLusyd hangover was not worth it man. Never drank since.,1
"@GenevieveVerso @MissLusyd yeah. I once went to a fancy restaurant, barely drank a thing. My friend had to steady me back to the car.",1
@GenevieveVerso @MissLusyd I can get tipsy after a sip of white wine. So yeah. I am.,1
@GenevieveVerso @MissLusyd I've never actually experienced whiskey.,1
@MissLusyd @GenevieveVerso I have a kerig or however you spell it,1
@GenevieveVerso @MissLusyd eh well I made it a few hours ago. It was too hot for hot coffee earlier.,1
@MissLusyd @GenevieveVerso this coffee is actually making me sleepy.,1
"@GenevieveVerso @MissLusyd besides the reign of Michael Ann, kitchen Nazi is almost over. Thankfully.",1
@GenevieveVerso @MissLusyd well I have coffee it'll have to replace alcohol.,1
@GenevieveVerso @MissLusyd no. My family celebrates it on Christmas Eve because my dad works on Christmas,1
@MissLusyd @GenevieveVerso this conversation has happened at least three times today.,1
"@GenevieveVerso ""Paige you aren't doing this right"" ""then why don't YOU do it Michael Ann?"" ""I'm helping mom with dinner"" Helllllp",1
@GenevieveVerso idk my sister is being the buzzkill of the kitchen right now.,1
@GenevieveVerso unless you're my family where everyone is sober. Haha. 😩,1
@GenevieveVerso @MissLusyd @Shardfox sinnamon role light on the sin,1
@GenevieveVerso @MissLusyd @Shardfox yes. Or else I'd be a scared cinnamon roll,1
Yes I made the icing ALL BY MYSELF. https://t.co/UMnmPF3ffi,1
@GenevieveVerso @MissLusyd @Shardfox I've never had a best Twitter friend before! 😭😭,1
Ugly Christmas cookies: a Priddy family tradition. https://t.co/XPaTZMkibB,1
"@GenevieveVerso @MissLusyd @Shardfox ah well, I guess we just gotta be really good friends then!",1
@GenevieveVerso @MissLusyd @Shardfox Happy to be of service! :D,1
@MissLusyd @GenevieveVerso @Shardfox the potential to produce wild children? :D,1
@GenevieveVerso @MissLusyd yes. perfect timing. While you're at it pick names too. 😂😂😂,1
"@MissLusyd @GenevieveVerso that is a neon red flag. Yeah. Never use babies as an opening line, guys.",1
He looks so done tbh. https://t.co/rtxBItPbCv,1
"@GenevieveVerso @MissLusyd it was the ""have my babies"" that set off the red flag for me. Heellll no.",1
Preseeeents. https://t.co/2dRbd0VwcV,1
@techiem2 a bit. He's very proud of that remote though.,1
Sleepy kitty https://t.co/9iSFlpeYlf,1
"Yes, she's grooming him too and he thinks it's the cutest thing ever. I love watching my dad with Tali. It's really adorable.",1
Father and his princess~ https://t.co/e1dmAOQYqL,1
I messed up the cookies by accidentally putting extra sugar in them and now she's mad at me. My mother is delighted to see us in the kitchen,1
RT @jenwin77: When you save too many dank memes and have to find folders to put them all https://t.co/aRi818zKfI,1
Christmas cookies with @doodle_thebug https://t.co/4D8vG2HOQA,1
@azarkansero ...is that /bread/?,1
RT @jenwin77: I wish Sturges would quit giving me people advice every time I walk by,1
"RT @DaDoberDog: Didn't run the A/C today, but it was warm. https://t.co/UsSmkkRnWR",1
@llama_ajol it's almost Christmas Eve here in Louisiana...highs expected at a whopping 79 degrees. Yay! :D,1
Welp. After the blood bank I stumbled upon I decided I've had enough of bugs tonight. Anyone doing anything fun?,1
This game has been potting bugs at me for the past hour. Bring it.,1
Miralurks scare me but not as much as those giant ass mosquitos,1
I hate giant bugs. Why does it always have to be giant bugs?,1
Finally hit level 50. Score.,1
@MissLusyd @azarkansero @TheFuxedos ouch. Even I'm not that cruel.,1
@MissLusyd @azarkansero @TheFuxedos make Danny carry some.,1
@MissLusyd @azarkansero @TheFuxedos look. You won the dirty Shakespeare contest. Take the damn crown already.,1
@azarkansero @TheFuxedos not it..oh shit.,1
@azarkansero @TheFuxedos well actually it's be impossible since there's a mean dog guarding goodneighbor. Not that I made someone try...,1
@azarkansero @TheFuxedos yeah you'd have to play more than five minutes to actually get to Hancock.,1
"RT @Nowacking: If you're working retail the next few days, you have my sympathy and I love you and be strong, people are awful &lt;3",1
I could just fall asleep right now but I don't wanna mess up my sleep schedule already,1
@MissLusyd I'll be fine. I just need to not think about my job for 11 days.,1
@MissLusyd dude I don't even drink and today made me want to start.,1
"While I was away, my sister had succeeded in getting Hancock as a companion and stealing his outfit.",1
"""So I've been getting a lot of dresses and I think everyone's just gonna wear dresses eventually"" @doodle_thebug",1
We shouldn't be treated like this especially since we were just doing our jobs.,1
