text,class,
"@iampiyumi_ 🥲 සංකීර්ණ ත් නෑ ඉතිං
හිතෙ තියෙන අමාරුව යන්න එක්කො ලියන්න ඕන නැත්තං කාටහරි කියන්න ඕන.
කවුරු හරි දුක කිය… https://t.co/6dJ8ajCWai",Neutral,
"හිතවත් කමක් නිසා මට සත්තකින් එදා
ලැබුනේ නැතිනම් හිත ඔබේ
සතුටින් මං සදා තනියෙන්ම ඉන්නවා
දුක නෑ එහෙනම් හදවතේ
හිතක්… https://t.co/nxgxqWY8Gy",Neutral,
කලින් කෙල්ල ගැන දුක කිය කියා යන්නෙ නැති කොල්ලො 😑 https://t.co/Rz9ep15gEM,Neutral,
@KosPolos දුක අහන සුරාජ්,Neutral,
ගෑල්ලමයින්ගේ දුක අහන්නේ නැති කොල්ලො 😌👍 https://t.co/AMhyfGolcj,Neutral,
"@DiyaniTweets බුදු අම්මේ මන් නම් අස්සන් කරන්නෙ එයත් මගේ ඇප්පෙක් වෙලා මාත් ඒ ණය ගන්නවනම් විතරයි  😒.
උදේහවා දකිනව දුක… https://t.co/w81RB82ALq",Neutral,
@IsharaTharuni දුක තමයි😫,Neutral,
"මිනිස්සු #හිනා වෙන්නේ ...
කියනවා #නම් කවුරු හරි ,
         නෑ #මිත්‍රයා,
සමහර මිනිස්සු #පපුව… https://t.co/fdldI2z0nK",Neutral,
"ඉන්දියන් අය හිත රිදුනම,දුක හිතුනම,කෞරු හරි නපුරු වුනාම සිරාවටම වීදුරු කටු උඩින් ඇවිදන් යනවද දන්නෑ නේ.අර කතා වල තියෙනව වගේ🌚",Neutral,
"""ගොලු වෙලා වගේ පැත්තකට වෙලා ඉන්නෙ 
ලොකු කමකට නෙවෙයි බන් හිතේ තියෙන 
 දුක වැඩි කමට....!""
                            🙂❤️‍🩹",Neutral,
"කොවු­ලෙක් මොටද
මට මිහි­රිම ගී ගයනා
උල­ලේ­නෙක් වෙයන්
ඉඳ­හිට දුක අහන...
රුව­ලක් මොටද
සුළ­ඟක් එන­තුරු සිටිනා
හබ­ලක්… https://t.co/7TSYYT8eRm",Neutral,
දුක වැඩිම වෙලා 😂 https://t.co/Sam5C40iFC,Neutral,
"RT @yunesh_k: එකට බීගෙන
හෙළුවෙන් නටාගෙන
සංවර කමක් නෑ,
එකිනෙකාට ගරු කිරීමක් නෑ
ඒම උනාම අංතිමට ඕං ප්‍රථිපල 😪🇱🇰
කාටද ඉතිං සතුටු😍
තනිකඩ අපි…",Neutral,
"එකට බීගෙන
හෙළුවෙන් නටාගෙන
සංවර කමක් නෑ,
එකිනෙකාට ගරු කිරීමක් නෑ
ඒම උනාම අංතිමට ඕං ප්‍රථිපල 😪🇱🇰
කාටද ඉතිං සතුටු😍… https://t.co/iZ2rqrnCh6",Neutral,
මිනිසත් භවක් ලබන්න පිං කරලා තියෙන්න ඕනේ ඇත්ත... යලි යලිත් ඉපදීම තමයි දුක... මොකද ඊළඟ ආත්මෙ මොකෙක් වෙලා ඉපදිලා දුක්… https://t.co/WYWn51aTNk,Neutral,
"මට දුක හිතෙන්නෙ ඌ ගැන තමා//😢😭
.
.
.
.
😂🤣🤣",Neutral,
"See More&gt;&gt;&gt;&gt;&gt; https://t.co/BOB6iVYRq4
“එයා කවදහරි ඇහුවොත් අම්මෙ ඇයි ඔයා අර වගෙ 
ෆිල්ම් වල රඟපෑවේ කියලා, දුක හිතෙයි.… https://t.co/PvhOUwz0P2",Neutral,
@Ru173418052 දුක හිතුන වෙලාවක... මේ දුක පෙන්නන ජායාරූපයක් 😏,Neutral,
@KaviSenu දුක තමා පැය 15 ක ෆල්‍යිට් එකක්,Neutral,
https://t.co/V9NoPDvz7H https://t.co/Ou0YCOu5yn,Neutral,
"රටේ නැති බොරු මමත් කිව්වා
බේර ගන්නට නුඹ අරන්
ආයෙ ඇවිදින් අක්කෙ කියපන්
අනේ මල්ලියෙ මං බදන්..😢
මල්ලි කිව්වට විටෙක නු… https://t.co/os2JpWxJwm",Neutral,
"ණය සහ දුක ගැන සමන්ත විද්‍යාරත්න සහෝදරය කියයි.
""කුහකකම නෙමෙයි, අවුරුදු 75ක් ගත්ත ණය තමයි රට වැටෙන්න හේතු වුණේ...""… https://t.co/3vDGSxgGRe",Neutral,
@AkilaSilva8 අ‍ැත්තම කතාව ඕක උලුප්පා දක්වලා තමන්ගෙ ගොඩ වැඩි කරගන්න කැමති අය හරියට ඉන්නවා. දුක විකුණන් කන මාධ්‍යවලි… https://t.co/Bx0tD0iRX6,Neutral,
@this_chootii දුක හිතුනා 🥺,Neutral,
@tikirimaarie දුක නෑනේ 😒,Neutral,
@Shehela1 දුක හිතුනා නං ලයික් එකක් දාලා සබ්ස්ක්‍රරයිබ් කරන්න 🥹,Neutral,
@fernandoharin අනේ බන් උඹ දන්න economics රෙද්ද තමයි best performing currency. Open market එකක් නැතිව බොරුවට මිනිස්… https://t.co/QkQWvsjxwG,Neutral,
"නිල් පාටින් හැඩ මේ අහස
ආදරේ දුක වින්දා ද 🎵 https://t.co/5YYyQTtWJo",Neutral,
"See More&gt;&gt;&gt;&gt;&gt; https://t.co/gOaLZzmig0
සිනමාවේ සිය මිත්‍රයා වූ අජිත් කුමාර් සමඟ 
දුක බෙදාගන්නට ආව තලපති විජේයි, ඉන්… https://t.co/bXE5JZYMHo",Neutral,
"""හායි මල්ලී මම ඔලිවර්""...
සුද්දා සිංහලෙන් කී දුක... https://t.co/mXGhTK35gA",Neutral,
"@GimZara නිවැරැදියි.
භාෂාව , ජාතියක් තියෙන මිනිසුන් අපි.
එයයි දුක.",Neutral,
"@SanjeewaKUK22 මා නොදනි මිතුර ,ඔබෙ සැප දුක කෙසේද",Neutral,
@techn0ses ස්තුතියි සගෝ. තව එකෙක්ගෙ දුක දන්නෙ ඒ වගේම එකෙක්නෙ 🥲,Neutral,
"4න් එකේ තිබුන contact ඔක්කොමයි, පරන photos ටිකයි, අනුන්ගෙ ඕප දූප massage ටිකයි සේරම නැති උන දුක අහිංසකව විදින මම 😏… https://t.co/XmkEh6ZYRp",Neutral,
"""සුදේව, සනත්ට පුත්තලම් බූරුවා කියලා; පියමිට දුක හිතිලා පොස්ට් දලා
https://t.co/R68eHrgcPu
කොච්චර සතුටින් හිටියත් දුක හිතෙන මගුල් දාන්න හිතෙන්නෙ...ඇයි,0
@techn0ses දුක තමා 🥲,0
දුක නැති කිරීමේ මාර්ගය https://t.co/HZ8xqRbgXQ https://t.co/nVJDmeCB0e,0
""@IRUDK0 මුනිවත හොදයි ",Neutral,
"ලස්සනයි අදහස්.""",Neutral,
@Pink_princesss7 @CharukaLive සිරාවට 🥲🥲🥲 මට දුක හිතුන අප්ප,Neutral,
"ජීවිතේ ආතල්ම තත්පරෙත් ගෙවුනෙ
කවුරු එක්කද ඇහුවොත් 
මම කියන්නෙ යාලුවො එක්ක ! 
මොකද උන් එක්ක ඉද්දි ,
රඟපාන්න දෙයක් නෑ… https://t.co/J3lHYNkRin",Neutral,
@JayaniFdo පවු අප්පා.. දුක හිතුනා ඒකට 🥺😂,Neutral,
@moogater දුක තමයි.,Neutral,
RT @AkilaSilva8: ප්‍රභාකරන් ජීවත් වෙලා හිටියනම් ඒ මිනිහවත් ලහිරු මුදලිගේ ගෙන්නල ඉන්ටර්විව් කරනව ප්‍රභාකරන් ගැන දුක හිතුනෙ නැත්නම් අපි තිරිස…,Neutral,
"රට ඉන්න මිනිස්සු දාන ෆෝටේ වලින් ඒ මිනිස්සු ගෙවන ජීවිත වල සැප දුක තීරනය කරන මිනිස්සුත් ඉන්නවා හැබැයි.😢
(එවගේ උන් හදයි මේ රට බය වෙන්න එපා.)😭",Neutral,
ප්‍රභාකරන් ජීවත් වෙලා හිටියනම් ඒ මිනිහවත් ලහිරු මුදලිගේ ගෙන්නල ඉන්ටර්විව් කරනව ප්‍රභාකරන් ගැන දුක හිතුනෙ නැත්නම් අපි තිරිසන්නු වෙන ගානට 😪😪😪,Neutral,
"RT @induinduu: කෙනෙක්ව ඕනෙම කරන වෙලාවෙදි
ඒ කෙනා මගහැරලා ගිය දවසට තේරෙනවා
තමන්ට ඕනේ දේකට තමන්ව විතරයි...
ඒ දේ හරියට දැනුනාම දුක අඩුයි කියලා…",Neutral,
"RT @ChathuraVirajW1: ලංකාවේ දුක = ණය
දුකට හේතුව = ණය
දුක නැති කිරීමේ මාර්ගය = ණය
🙂✅ https://t.co/bD6eF8gJik",Neutral,
අප්‍රේල් 25ත් මැතිවරණයක් නැහැ - සභාපති දුක බෙදාගත්තා https://t.co/hhAXdVY2Up via @YouTube,Neutral,
"RT @ChathuraVirajW1: ලංකාවේ දුක = ණය
දුකට හේතුව = ණය
දුක නැති කිරීමේ මාර්ගය = ණය
🙂✅ https://t.co/bD6eF8gJik",Neutral,
"RT @indika27: විරුද්ධ ලිංගයේ අය හා සබඳතා ගොඩනගාගන්න විවිධ උපක්‍රම පාවිච්චි කරන එක ලැජ්ජාවට කාරණයක් නෙවෙයි. ඒක හරිම සාමාන්‍ය තත්වයක්.
සබඳතාව…",Neutral,
"RT @ChathuraVirajW1: ලංකාවේ දුක = ණය
දුකට හේතුව = ණය
දුක නැති කිරීමේ මාර්ගය = ණය
🙂✅ https://t.co/bD6eF8gJik",Neutral,
"RT @ChathuraVirajW1: ලංකාවේ දුක = ණය
දුකට හේතුව = ණය
දුක නැති කිරීමේ මාර්ගය = ණය
🙂✅ https://t.co/bD6eF8gJik",Neutral,
"RT @ChathuraVirajW1: ලංකාවේ දුක = ණය
දුකට හේතුව = ණය
දුක නැති කිරීමේ මාර්ගය = ණය
🙂✅ https://t.co/bD6eF8gJik",Neutral,
@ItsmeSuppa දුක වුණත් සොරි බයි,Neutral,
"#Chernobyl 
පබලුගේ ට්වීට් එක දැකල බලන්න ගත්තේ..🙏
ඇත්ත කතාව මේක වෙන්න ඇති කියල හිතෙනවා..😔
ගොඩක් දුක හිතෙන කතාවක්..😔… https://t.co/EZGL6bg5o2",Neutral,
"RT @indika27: විරුද්ධ ලිංගයේ අය හා සබඳතා ගොඩනගාගන්න විවිධ උපක්‍රම පාවිච්චි කරන එක ලැජ්ජාවට කාරණයක් නෙවෙයි. ඒක හරිම සාමාන්‍ය තත්වයක්.
සබඳතාව…",Neutral,
"RT @indika27: විරුද්ධ ලිංගයේ අය හා සබඳතා ගොඩනගාගන්න විවිධ උපක්‍රම පාවිච්චි කරන එක ලැජ්ජාවට කාරණයක් නෙවෙයි. ඒක හරිම සාමාන්‍ය තත්වයක්.
සබඳතාව…",Neutral,
විරුද්ධ ලිංගයේ අය හා සබඳතා ගොඩනගාගන්න විවිධ උපක්‍රම පාවිච්චි කරන එක ලැජ්ජාවට කාරණයක් නෙවෙයි. ඒක හරිම සාමාන්‍ය තත්වය… https://t.co/Tk2i5UHtPY,Neutral,
වචනෙන් නොකිව්වාට හදවතින් බැදුනු කල තුන් සිතින් ඉවසගෙන දුක හිර කරන් කදුලු බිදු හංගාගෙන තනිව හිනැහෙන තනිව වැලපෙන මගේ… https://t.co/e0YYp4GQRL,Neutral,
"""RT @kmanayanapriya: දුක-ණය
දුකට හේතුව -ණය 
දුකින් මිදිම-ණය [IMF]
""RT @ChathuraVirajW1: ලංකාවේ දුක = ණය",Neutral,
@Sunil41255329 මුංට දීල විඳින දුක ඇති,Neutral,
@itsmechutiputha දුක තමා සෝමේ 🙂,Neutral,
"RT @ChathuraVirajW1: ලංකාවේ දුක = ණය
දුකට හේතුව = ණය
දුක නැති කිරීමේ මාර්ගය = ණය
🙂✅ https://t.co/bD6eF8gJik",Neutral,
"RT @ChathuraVirajW1: ලංකාවේ දුක = ණය
දුකට හේතුව = ණය
දුක නැති කිරීමේ මාර්ගය = ණය
🙂✅ https://t.co/bD6eF8gJik",Neutral,
"@ChathuraVirajW1 දුක = ණය
දුකට හේතුව= ණය
දුක නැති කිරිම =ණය
දුක නැති කිරිමේ මාර්ගය= ණය ගැනීම",Neutral,
"ලංකාවේ දුක = ණය
දුකට හේතුව = ණය
දුක නැති කිරීමේ මාර්ගය = ණය
🙂✅ https://t.co/bD6eF8gJik",Neutral,
@aashinionline දුක නැද්ද🥺,Neutral,
@NaveeSilva අයිස්ගෙ කකුල ඩැමේජ් වෙලා මේ ටිකේ.. ඉතින් ඩුලාන් ඒ ළමයගෙ දුක සැප අහලා බලනව.. දැන් මගෙන් අහන්නෙපා සෙව්වන්… https://t.co/8VLpg9cGdN,Neutral,
"හිමි නොවුන නෙතු ඇදුනු සිතුවම් අරන්
සුසුමක් පුරා හෙව්වේ ඔය නිල් නුවන්
කදුලකට අත වනන හදවත කොනින්
මොහොතක් කියා දෙන්න… https://t.co/2y9Xfnrom1",Neutral,
"ඉතිං නුඹ.. තව දුර..ගියෝතින්
මාව අමතක නොවන්න
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න... https://t.co/xWe3KtOsjH",Neutral,
චැසිය ලොරි උනත් දේවලෙ වගේ ලස්සනට වෙජියව ගොඩදාගන්න විඳපු දුක දන්නෙ දන්න මිනිස්සු විතරයි. ලදරං යකඩ ගොඩවල් වලටත් ඊරිසි… https://t.co/simOO7q7Xf,Neutral,
RT @Pramod__rr: ආගමක් යකෝ ආගමක්... දුක අඳුනන හැමෝම ගැම්මට සෙයර් කරමු 🥺👿❤️💪,Neutral,
චැසිය ලොරි උනත් දේවලෙ වගේ ලස්සනට වෙජියව ගොඩදාගන්න විඳපු දුක දන්නෙ දන්න මිනිස්සු විතරයි. ලදරං යකඩ ගොඩවල් වලටත් ඊරිසි… https://t.co/FMF2EpR40X,Neutral,
RT @Pramod__rr: ආගමක් යකෝ ආගමක්... දුක අඳුනන හැමෝම ගැම්මට සෙයර් කරමු 🥺👿❤️💪,Neutral,
ආගමක් යකෝ ආගමක්... දුක අඳුනන හැමෝම ගැම්මට සෙයර් කරමු 🥺👿❤️💪 https://t.co/Tlx2jHwyjO,Neutral,
"""සම්පූර්ණ විස්තරය ; https://t.co/4zcvCJGDKC
ක්‍රිකට්ලෝලීන්ට දිමුත් කරුණාරත්නගෙන් දුක හිතෙන ආරංචියක්...
@aashinionline මටත් දුක හිතුනා ඒ දෙන්නා ගැන නම් 😐,0
@Rasikalink @SanjuLiive @DehanJ_ උඹට දුක හිතුනද? 😂,0
අව්ලක් නෑ.ඊලඟ එක ගහමු කොල්ලනේ😌 (දුක තුනී කරගමු),",Neutral,
"
""@Mseciice මහන්සි කරවලා ගෙට ගන්නේ.",Neutral,
"ගෙදර අය නැත්තම් දොර අරින්නෙම නැහැ.කෑගහල කෑගහලා ගේට්ටුවට ගහලා කෝල් අරන් එහාගෙද… https://t.co/k1DUbUdPKf""",Neutral,
කුමන අඩුපාඩු ජීවිතය තුළ තිබුණද ඔබ දුකට හඬන්න එපා. හඬන්න හඬන්න දුකමයි තවත් වැඩිවෙන්නේ. දුකේ හිතවතා තමයි කඳුළ. කඳුළ ත… https://t.co/hMyt2q29of,Neutral,
කැම්පස් එකේ අන්තිම ෆන්ශන් ටික මිස් වෙන දුක දරා ගන්න බෑ අපේ හාමුදුරුවනේ .....😭😭😭,Neutral,
"@Lakshani_Hewage ඇහුම්කන් දීම හොදම පුරුද්දක්.
ඒ අයගේ දුක නිවේවි.",Neutral,
"RT @RenukaJRA: Specially in the Developing world.. this picture post speaks thousand words
ඌ හිගාකන ගමන් අපි ගොඩ දාන්න යනවා.. වාහන පර්මිට්…",Neutral,
@AkilaSilva8 එයත් ඒ දුක වින්ද. කිසිම දුකක් නැතිව. දුක පිටකලේ අඩල. ඇති වෙන්න අඩල. ඒනිසයි අදටත් අපිට කතා කරන්න මාතෘකාව උනේ.,Neutral,
"උදාවන අලුත් දවසක්
ජීවතේ විඳිමි දුක සතුටත්
දවසින් දවස වෙනස් වී
ආලය කෙරුව නුඹ 
නිදහසේ සැරිසරන 
ප්‍රේමයේ චාරිකා... ✍️… https://t.co/pnJbRtXIaG",Neutral,
"ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න​
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න​...
- copied - https://t.co/nyIFfaAI5B",Neutral,
දුක කියන්න කවුරුත් නැත්නම් කවියෙකුට හෝ ලේඛකයෙකුට පෑනක් ඇතියි. ෂවර් එක  කියන්නෙත් ආත්මීය බැඳීමක්. ඇතුළින් දුක් වුණාට… https://t.co/9ggV4RdUoO,Neutral,
"RT @Nadeez__: @cnh_foods වල රසම රස කෑමක් වෙච්ච කෙහෙල් මුහ බැදුමේ අන්තිම බැච් එක ගත්තා යාළුවනේ.
ආය කෙහෙල් මුහ කන්න බැරි වෙන දුක අය 🔄 කරන්න.…",Neutral,
"RT @BuduMalli: Address නෑ යකෝ, මුගේ videos දැක්කම bodybuilding gym යන එවුන් ගැන දුක හිතෙනවා",Neutral,
"RT @induinduu: කෙනෙක්ව ඕනෙම කරන වෙලාවෙදි
ඒ කෙනා මගහැරලා ගිය දවසට තේරෙනවා
තමන්ට ඕනේ දේකට තමන්ව විතරයි...
ඒ දේ හරියට දැනුනාම දුක අඩුයි කියලා…",Neutral,
"Address නෑ යකෝ, මුගේ videos දැක්කම bodybuilding gym යන එවුන් ගැන දුක හිතෙනවා https://t.co/WnQWg41N0U",Neutral,
"ඉතින් නුබ තව දුර ගියොතින්....🥀
මාව අමතක නොවෙන්න.....🎋
හිත හැදෙන්නට.......💞
දුක නිවෙන්නට මටත් කවිය ලියන්න.......🖌️",Neutral,
"RT @RenukaJRA: Specially in the Developing world.. this picture post speaks thousand words
ඌ හිගාකන ගමන් අපි ගොඩ දාන්න යනවා.. වාහන පර්මිට්…",Neutral,
"RT @induinduu: කෙනෙක්ව ඕනෙම කරන වෙලාවෙදි
ඒ කෙනා මගහැරලා ගිය දවසට තේරෙනවා
තමන්ට ඕනේ දේකට තමන්ව විතරයි...
ඒ දේ හරියට දැනුනාම දුක අඩුයි කියලා…",Neutral,
"කෙනෙක්ව ඕනෙම කරන වෙලාවෙදි
ඒ කෙනා මගහැරලා ගිය දවසට තේරෙනවා
තමන්ට ඕනේ දේකට තමන්ව විතරයි...
ඒ දේ හරියට දැනුනාම දුක අඩුයි කියලා... 🙂",Neutral,
"හැම පාන්දරකම 
ඔයා දිහාට ඇස් යන්නේ ඉබේටමයි
කොච්චර නම් වෙලාවක් ඔයා දහා බලං හිටියත්
එපා වීමක් නම් නෑ
දවසකට බලන කොට 
ඔ… https://t.co/fF8GbgbaNc",Neutral,
@ItsMeRudeGirl බොන.එකෙක් කිව්ව නම් දුක නැ,Neutral,
"නිහඬ රැයක 
අඳුරු හෙවණැලි අතර
මතක මන්දිර දැවෙන අතරෙම
යන්තමින්වත් සැනසෙන්න මට 
හේතුවක් නැති හැටි!
ඒ අතරෙ අහසත්
මොර… https://t.co/M3RjJ59aWe",Neutral,
@AkilaSilva8 දුක තමයි! 🥲,Neutral,
"RT @RenukaJRA: Specially in the Developing world.. this picture post speaks thousand words
ඌ හිගාකන ගමන් අපි ගොඩ දාන්න යනවා.. වාහන පර්මිට්…",Neutral,
"Specially in the Developing world.. this picture post speaks thousand words
ඌ හිගාකන ගමන් අපි ගොඩ දාන්න යනවා.. වාහන… https://t.co/xD34RMIRWX",Neutral,
"RT @Nadeez__: @cnh_foods වල රසම රස කෑමක් වෙච්ච කෙහෙල් මුහ බැදුමේ අන්තිම බැච් එක ගත්තා යාළුවනේ.
ආය කෙහෙල් මුහ කන්න බැරි වෙන දුක අය 🔄 කරන්න.…",Neutral,
"මතක මවන්නේ රැයේ හීන යායේ
දුක දන්නෙ නෑ ඈ මා සිතේ
නෙතු ගාවින් තියා රුව මොහොතකට
ඔබ සැගවී ගියා වෙන හීනෙකට...💔🖇💫 https://t.co/qRM9xYch58",Neutral,
"RT @H_S_KandyHamu: දකින විට මිනිසුන් විදිනා දුක
හිතෙනවා මැරෙන්නට ඇටදෙක හපාගෙන
දැම්මේ ඇයි තොපි මාව කොඩියට
පව් නොදී දාපිය කපුටෙක්  ඒකට https:…",Neutral,
"RT @H_S_KandyHamu: දකින විට මිනිසුන් විදිනා දුක
හිතෙනවා මැරෙන්නට ඇටදෙක හපාගෙන
දැම්මේ ඇයි තොපි මාව කොඩියට
පව් නොදී දාපිය කපුටෙක්  ඒකට https:…",Neutral,
@moogater ඒකනේ මාත් එහෙම එකක් දැකලා තමා මට දුක හිතිලා ඉන්නෙ 🥴,Neutral,
"RT @Nadeez__: @cnh_foods වල රසම රස කෑමක් වෙච්ච කෙහෙල් මුහ බැදුමේ අන්තිම බැච් එක ගත්තා යාළුවනේ.
ආය කෙහෙල් මුහ කන්න බැරි වෙන දුක අය 🔄 කරන්න.…",Neutral,
"RT @Nadeez__: @cnh_foods වල රසම රස කෑමක් වෙච්ච කෙහෙල් මුහ බැදුමේ අන්තිම බැච් එක ගත්තා යාළුවනේ.
ආය කෙහෙල් මුහ කන්න බැරි වෙන දුක අය 🔄 කරන්න.…",Neutral,
"@cnh_foods වල රසම රස කෑමක් වෙච්ච කෙහෙල් මුහ බැදුමේ අන්තිම බැච් එක ගත්තා යාළුවනේ.
ආය කෙහෙල් මුහ කන්න බැරි වෙන දුක අ… https://t.co/5a2Q8rJsH3",Neutral,
"දකින විට මිනිසුන් විදිනා දුක
හිතෙනවා මැරෙන්නට ඇටදෙක හපාගෙන
දැම්මේ ඇයි තොපි මාව කොඩියට
පව් නොදී දාපිය කපුටෙක්  ඒකට https://t.co/5vz8TamCig",Neutral,
"හිත හදාගන්න බෑ
ඔබෙන් ලද දුක දරා ගන්න බෑ
ඔබ මගේ වෙන්නෙ නෑ
ඉතින් යලි අපි අපේ වෙන්නෙ නෑ ..🥲",Neutral,
"සම්පූර්ණ විස්තරය ; https://t.co/bHrChlf3Xj
""මගේ වැඩවලට ඔයා අතගහන්න එපා! "" බිරිඳ බැනපු නිසා දුක හිතිලා සැමියෙක් ජීවි… https://t.co/OHdLxZPI3y",Neutral,
"ඔබ නැති මේ රෑ පුරා සිතුවිලි දැවුනා
සිත වැළපී ඒ නිසාදෝ දුක මට කීවා..
දුක දැනිලා මසිත හඬලා.
මා හීන ගොළුවී ගියා...
ඔබ… https://t.co/L8AqB997tP",Neutral,
"See More&gt;&gt;&gt;&gt;&gt; https://t.co/ilKVckjmaA
“මම දුකකදි දුක කියන එක පෙන්නන් නෑ. 
මම අවුරුදු 13 ඉඳන් ජීවත් වෙන්නෙ මගේ තනි… https://t.co/71320vvBOP",Neutral,
"මාධවී… https://t.co/Cjs1a8f0j7""",Neutral,
"ප්‍රේක්ෂකයෝ නොවී සියලු දෙනාම රට වෙනුවෙන් අරගලකරුවෝ වෙමු!
ටෝකන් පෝලිමට හුරුවෙන්නෙ නැතුව අර නාකි දෙන්නව එළවන්න යමල්… https://t.co/4rU6iOSBlh",Neutral,
@nam3chang3d රියල් දුක,Neutral,
සුද්දිගේ කොලුකාර ජර්මන් ex හස්බන්ඩ් ගෙදරට රින්ගන්න ගත්තාම තමා ආයි දුක https://t.co/UTUCtrGEum,Neutral,
RT @Ranjith50711805: ගිය අවුරුද්දේ මේ දවස් වල ඔය කවුරු කවුරුත් දින ගණන් පෝලිම් වල කට්ට කාපු හැටි අමතකද? රටේ බහුතරය ආයෙත් ඒ දුක විඳින්න සුදා…,Neutral,
ගිය අවුරුද්දේ මේ දවස් වල ඔය කවුරු කවුරුත් දින ගණන් පෝලිම් වල කට්ට කාපු හැටි අමතකද? රටේ බහුතරය ආයෙත් ඒ දුක විඳින්න සුදානම් නැහැ,Neutral,
@iamBharatha @RW_UNP පුදුමෙ කියන්නෙ රනිල් නම් මහබැංකු හොරා හින්ද කමක් නැ කියමුකො එත් දුක හිතෙන්නෙ මෙච්චර සුද්දවන්ත… https://t.co/7JWZmULobb,Neutral,
"RT @sunandadesh: දුක හිතුන දොරේ!
 සාගල රත්නායක 380,000 ක්  අරං සැපත් ගනිත්දි සමන් අතාවුදහෙට්ටි නිකම්ම 50,000 අරං රනිල් රාජපක්ෂට වැඩ! https:…",Neutral,
"RT @sunandadesh: දුක හිතුන දොරේ!
 සාගල රත්නායක 380,000 ක්  අරං සැපත් ගනිත්දි සමන් අතාවුදහෙට්ටි නිකම්ම 50,000 අරං රනිල් රාජපක්ෂට වැඩ! https:…",Neutral,
"සුදු තාත්ති යනකොට
වැන්දලු කකුල් අල්ලලා
සුදු අම්මි වැන්ද සතුටට
කදුලු බින්දුත් ආවා
සුදාත්ති ගියාට ඇත්තට
දුක නෑලු සු… https://t.co/ndXxno6p35",Neutral,
"RT @sunandadesh: දුක හිතුන දොරේ!
 සාගල රත්නායක 380,000 ක්  අරං සැපත් ගනිත්දි සමන් අතාවුදහෙට්ටි නිකම්ම 50,000 අරං රනිල් රාජපක්ෂට වැඩ! https:…",Neutral,
"RT @yunesh_k: කාට කියන්නද මේ දුක #චොරගලය හරක් ගැන 🇱🇰😪
අනුර රජවෙනකං මේ රටට සුගතියක් නෑ 🇱🇰😪
සමහර එක ආයතනවල වෘතිත සමිති 40 ගනං තියෙනවා 🇱🇰😪…",Neutral,
"RT @sunandadesh: දුක හිතුන දොරේ!
 සාගල රත්නායක 380,000 ක්  අරං සැපත් ගනිත්දි සමන් අතාවුදහෙට්ටි නිකම්ම 50,000 අරං රනිල් රාජපක්ෂට වැඩ! https:…",Neutral,
"RT @sunandadesh: දුක හිතුන දොරේ!
 සාගල රත්නායක 380,000 ක්  අරං සැපත් ගනිත්දි සමන් අතාවුදහෙට්ටි නිකම්ම 50,000 අරං රනිල් රාජපක්ෂට වැඩ! https:…",Neutral,
"RT @sunandadesh: දුක හිතුන දොරේ!
 සාගල රත්නායක 380,000 ක්  අරං සැපත් ගනිත්දි සමන් අතාවුදහෙට්ටි නිකම්ම 50,000 අරං රනිල් රාජපක්ෂට වැඩ! https:…",Neutral,
"දුක හිතුන දොරේ!
 සාගල රත්නායක 380,000 ක්  අරං සැපත් ගනිත්දි සමන් අතාවුදහෙට්ටි නිකම්ම 50,000 අරං රනිල් රාජපක්ෂට වැඩ! https://t.co/15vWm2Qbt1",Neutral,
@Insamam1 රනිල්ගෙ සට්ටං රාළ එක්ක දුක බෙදාගන්න එන්න යාළුවේ.... 😂,Neutral,
"ඉතින් මුලින්ම සුභම සුභ උපන්දිනයක් සුදූ...
වැඩත් එක්ක දෙන්නම කාර්‍යබහුල වෙලා.. පැය ගානක දුර ඉදගෙන මූනට මුන බලාගෙන දු… https://t.co/gbXswWo7NN",Neutral,
"@ShayamikaM ලංකාවේ මිනිස්සු දුකට හොටු පෙර පෙර අඩන්න හරි කැමතිනේ, ඉතින් රාජපක්ෂල රට ආගම ජාතිය වික්ක වගේ මුන් දුක වි… https://t.co/DAPzx2WbiM",Neutral,
"RT @yunesh_k: කාට කියන්නද මේ දුක #චොරගලය හරක් ගැන 🇱🇰😪
අනුර රජවෙනකං මේ රටට සුගතියක් නෑ 🇱🇰😪
සමහර එක ආයතනවල වෘතිත සමිති 40 ගනං තියෙනවා 🇱🇰😪…",Neutral,
"කාට කියන්නද මේ දුක #චොරගලය හරක් ගැන 🇱🇰😪
අනුර රජවෙනකං මේ රටට සුගතියක් නෑ 🇱🇰😪
සමහර එක ආයතනවල වෘතිත සමිති 40 ගනං ති… https://t.co/u4RecEutKB",Neutral,
@MCPOJohnS117 @Ranjith50711805 හැබයි ඉතින් උඹලා හිතන විදිය. පාඩම් කරන එක සැනසීමෙන් කරලා විභාගේ මාසෙකින්‍ දෙකකින් ක… https://t.co/DhWaoQh9EP,Neutral,
@shanki_thewitch සිදුවීමක් විදියට ඒක අහනකොට දුක සංවේදී කාරණාවක් සොයුරිය. ඒ වගේම ඔබේ ධෛර්යය ශක්තිය අනූව අද ඔබ ශක්තිම… https://t.co/t3RQQVCTnf,Neutral,
